"subj","Session_name","seq","item","cond","sentence","question","correct","RT_question","whole_sentence_readingtime","List","actual_seq","ffdR1","ffdR2","ffdR3","ffdR4","ffdR5","ffdR6","ffdR7","ffdR8","ffdR9","ffdR10","ffdR11","ffdR12","ffdR13","ffdR14","ffdR15","ffdR16","ffdR17","ffdR18","ffdR19","ffdR20","ffdR21","ffdR22","ffdR23","ffdR24","ffdR25","gzR1","gzR2","gzR3","gzR4","gzR5","gzR6","gzR7","gzR8","gzR9","gzR10","gzR11","gzR12","gzR13","gzR14","gzR15","gzR16","gzR17","gzR18","gzR19","gzR20","gzR21","gzR22","gzR23","gzR24","gzR25","ttR1","ttR2","ttR3","ttR4","ttR5","ttR6","ttR7","ttR8","ttR9","ttR10","ttR11","ttR12","ttR13","ttR14","ttR15","ttR16","ttR17","ttR18","ttR19","ttR20","ttR21","ttR22","ttR23","ttR24","ttR25","reginR1","reginR2","reginR3","reginR4","reginR5","reginR6","reginR7","reginR8","reginR9","reginR10","reginR11","reginR12","reginR13","reginR14","reginR15","reginR16","reginR17","reginR18","reginR19","reginR20","reginR21","reginR22","reginR23","reginR24","reginR25","regoutR1","regoutR2","regoutR3","regoutR4","regoutR5","regoutR6","regoutR7","regoutR8","regoutR9","regoutR10","regoutR11","regoutR12","regoutR13","regoutR14","regoutR15","regoutR16","regoutR17","regoutR18","regoutR19","regoutR20","regoutR21","regoutR22","regoutR23","regoutR24","regoutR25"
385,"Q_M035",56,31,"RC_Subj","The farmer that approached the customers lifted the chickens from their coop.","Who was approached?",1,2069.04,9311.43,"q",56,140,169,186,211,NA,288,138,NA,99,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,169,186,211,0,288,138,0,135,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,778,809,1135,0,2118,584,0,242,155,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",30,32,"RC_Subj","The farmer who hired the rancher piled the seeds in long rows.","Who was hired?",1,3022.08,15167.42,"q",30,NA,194,207,NA,217,196,NA,28,37,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,194,207,0,217,429,0,28,37,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1750,745,277,1125,1515,925,691,654,656,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",67,41,"RC_Obj","The neighbor who the couple observed purchased the old Victorian house.","Who purchased the house?",0,2159.11,5811.8,"q",67,165,NA,157,175,NA,123,91,250,65,43,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,0,157,175,0,123,195,250,65,43,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,277,460,175,269,597,596,544,272,362,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",34,42,"RC_Obj","The pilot who the ground crew delayed remained on the runway for a long time.","Who was on the runway?",1,2772.51,6536.95,"q",34,230,167,NA,137,170,305,166,235,NA,150,NA,147,NA,151,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,167,0,137,170,305,166,235,0,150,0,147,0,151,71,0,0,0,0,0,0,0,0,0,0,402,750,161,361,398,305,166,660,109,831,0,296,0,253,71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,0,0,NA,1,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",62,43,"RC_Subj","The soldiers that helped the natives climbed the big rock that blocked the path.","Who climbed the rock?",1,1717.09,6712.1,"q",62,137,198,158,160,NA,414,94,NA,NA,45,NA,60,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,198,158,160,0,414,94,0,0,45,0,238,0,199,0,0,0,0,0,0,0,0,0,0,0,137,446,158,492,0,650,662,0,0,486,136,520,0,479,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,NA,0,1,NA,NA,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",14,44,"RC_Subj","The speaker who entertained the economists predicted a good year for the industry.","Who predicted a good year?",1,1520.42,5879.36,"q",14,159,122,NA,325,206,293,90,NA,173,NA,NA,151,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,122,0,434,206,293,90,0,317,0,0,151,189,0,0,0,0,0,0,0,0,0,0,0,0,159,305,134,560,206,753,553,296,641,221,0,151,475,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,1,0,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",76,49,"AttachLow","In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.","Where was Clyde?",1,3240.06,10496.34,"q",76,NA,141,163,377,223,172,NA,222,NA,150,184,NA,200,244,NA,NA,188,NA,239,211,NA,NA,NA,NA,NA,0,141,163,377,223,172,0,402,0,150,184,0,200,244,0,0,188,0,239,211,0,0,0,0,0,0,141,163,377,223,172,0,928,624,638,1006,309,356,1086,0,106,472,116,450,211,0,0,0,0,0,NA,NA,0,0,0,0,NA,1,1,1,1,1,0,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,1,0,NA,0,0,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA
385,"Q_M035",47,50,"AttachMulti","Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.","Where was the resort?",1,2873.53,22320.44,"q",47,197,161,154,NA,NA,158,179,NA,355,NA,NA,169,109,179,141,NA,200,151,NA,NA,NA,NA,NA,NA,NA,197,161,154,0,0,158,179,0,355,0,0,169,109,179,141,0,200,151,0,0,0,0,0,0,0,1434,1394,1194,1466,827,1841,1132,712,1067,370,664,605,549,487,1291,271,1005,643,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",36,51,"AttachHigh","From the gallery, Franny observed the nurse of the surgeons who was in charge of the operation currently underway.","Where was Franny?",1,3272.81,22563.65,"q",36,132,NA,284,211,565,225,NA,NA,255,143,NA,151,NA,243,NA,156,154,229,229,NA,NA,NA,NA,NA,NA,132,0,284,211,565,225,0,0,255,143,0,151,0,243,0,156,154,229,418,0,0,0,0,0,0,778,1090,1768,1669,1171,1564,1351,401,1291,1825,442,340,533,678,0,321,1460,876,1183,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,NA,NA,1,0,NA,0,NA,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA
385,"Q_M035",8,55,"AttachLow","On the fishing trip, we laughed at the uncles of the sailor who was confused about the motor on the boat.","Who got confused?",0,3327.77,11735.56,"q",8,NA,132,172,NA,NA,262,154,NA,229,NA,236,NA,NA,170,47,179,NA,204,156,NA,258,NA,NA,NA,NA,0,132,272,0,0,262,154,0,229,0,443,0,0,170,47,179,0,204,156,0,258,0,0,0,0,305,529,562,231,243,408,730,310,883,563,699,228,149,540,162,510,0,382,156,226,835,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,0,0,NA,0,0,NA,1,NA,NA,NA,NA
385,"Q_M035",25,56,"AttachMulti","At trial, we scrutinized the prisoner of the FBI agent who was lying about the incident at the casino.","Who lied?",0,2874.39,12277.01,"q",25,NA,184,NA,335,277,114,NA,244,66,182,220,NA,102,NA,187,280,NA,175,265,NA,NA,NA,NA,NA,NA,0,184,0,496,277,114,0,244,66,182,220,0,102,0,187,280,0,175,265,0,0,0,0,0,0,0,700,436,1075,447,1033,290,579,658,485,373,388,252,301,351,462,0,342,505,0,0,0,0,0,0,NA,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,1,0,0,0,NA,0,NA,1,0,NA,0,1,NA,NA,NA,NA,NA,NA
385,"Q_M035",40,57,"AttachHigh","During the demonstration, someone photographed the soldier of the lieutenants who was camouflaged and hiding in the trees.","Who hid in the trees?",1,2387.58,16334.16,"q",40,138,NA,165,162,191,180,137,NA,345,74,NA,185,180,133,184,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,138,0,556,162,191,180,137,0,345,74,0,185,180,133,328,0,0,267,0,0,0,0,0,0,0,341,430,711,575,1739,180,532,311,345,1447,291,1450,925,133,914,48,536,548,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",38,61,"AttachLow","No one quite knew how to respond to the buddy of the janitors who burp without excusing themselves.","Did everyone excuse themselves?",1,2742.3,41517.66,"q",38,NA,349,169,NA,164,NA,213,154,145,NA,NA,101,NA,287,NA,72,153,249,NA,NA,NA,NA,NA,NA,NA,0,349,169,0,164,0,213,154,145,0,0,101,0,287,0,132,153,249,0,0,0,0,0,0,0,139,1219,1033,762,429,0,1659,1486,2022,3315,1083,1468,3260,2805,1920,2205,2062,2128,0,0,0,0,0,0,0,1,1,1,1,0,NA,1,1,1,1,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,1,NA,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",33,62,"AttachMulti","The cunning Wally outmaneuvered the henchmen of the villains who often fail to carry out the plot.","Do the plots always succeed?",1,2748.69,19477.22,"q",33,NA,85,165,187,NA,75,NA,154,356,264,NA,164,NA,252,238,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,0,85,165,346,0,135,0,154,356,264,0,164,0,252,238,0,233,0,0,0,0,0,0,0,0,843,1123,399,1029,408,1623,409,617,1498,554,949,661,260,451,401,253,233,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",31,63,"AttachHigh","Down at the pub, Ollie gossiped about the daughters of the nurse who were at church last Sunday in grimy shorts.","Where was Ollie?",1,3545.02,16520.13,"q",31,135,175,143,103,NA,313,201,NA,153,NA,249,NA,266,NA,160,264,280,238,NA,189,498,NA,NA,NA,NA,135,175,143,103,0,313,201,0,282,0,249,0,266,0,160,264,280,238,0,189,498,0,0,0,0,827,346,428,383,930,614,475,97,783,253,815,0,816,966,472,630,431,567,225,527,894,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,NA,0,0,NA,0,NA,0,NA,0,NA,1,0,1,0,NA,0,1,NA,NA,NA,NA
385,"Q_M035",51,67,"AttachLow","At the summit, Ursula warmly greeted the advisor of the tycoons who snowboard in Aspen in January.","Who snowboards?",1,1777.17,10918.12,"q",51,NA,147,234,272,499,267,251,211,NA,162,238,NA,160,NA,342,NA,413,NA,NA,NA,NA,NA,NA,NA,NA,0,147,234,272,499,267,251,348,0,162,238,0,382,0,342,0,413,0,0,0,0,0,0,0,0,0,308,454,712,1485,953,440,940,523,326,561,210,1205,0,806,0,672,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,0,1,0,0,0,0,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",28,68,"AttachMulti","Rosalina testified against the detectives of the senators who were caught spying on his colleagues.","Who got caught spying?",0,1744.07,10847.69,"q",28,89,79,NA,NA,165,NA,93,67,NA,159,150,157,NA,167,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,79,0,0,314,0,93,67,0,159,150,157,0,167,311,0,0,0,0,0,0,0,0,0,0,714,368,221,0,1674,908,235,481,162,360,150,835,0,403,474,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,1,1,1,0,0,0,0,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",54,69,"AttachHigh","Before the exhibition, Silas telephoned the friends of the bodybuilder who write fan fiction about Batman.","Who writes fan fiction?",1,1563.8,14459.21,"q",54,166,NA,198,NA,167,NA,96,NA,198,109,215,50,NA,272,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,0,841,0,167,0,164,0,198,109,215,50,0,272,0,347,0,0,0,0,0,0,0,0,0,463,0,1228,739,683,269,863,86,674,1108,1028,821,594,358,0,447,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,1,1,0,1,1,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,NA,0,NA,0,0,0,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",37,73,"FILLER1","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.","Which market is Apple rumored to enter?",1,2520.98,10951.81,"q",37,136,98,NA,304,157,166,114,132,171,81,NA,154,186,165,NA,252,153,191,NA,235,237,NA,NA,NA,NA,136,98,0,304,157,166,114,132,171,81,0,154,186,165,0,252,153,191,0,235,237,0,0,0,0,760,632,129,1083,315,316,114,309,207,351,0,491,515,165,0,252,153,379,0,1421,237,0,0,0,0,1,1,1,1,0,1,0,0,1,0,NA,1,0,0,NA,0,0,1,NA,1,0,NA,NA,NA,NA,0,0,NA,0,0,1,0,0,0,1,NA,0,1,0,NA,0,0,0,NA,1,1,NA,NA,NA,NA
385,"Q_M035",44,74,"FILLER1","A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.","Who hates the bill most?",1,2169.19,4228.81,"q",44,NA,147,176,144,NA,113,27,27,192,NA,196,NA,122,154,160,346,NA,360,NA,NA,NA,NA,NA,NA,NA,0,147,176,144,0,113,27,72,339,0,196,0,122,293,160,346,0,360,0,0,0,0,0,0,0,123,147,176,144,0,135,27,502,339,0,196,0,122,293,160,346,0,360,0,0,0,0,0,0,0,1,NA,0,0,NA,1,0,1,0,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,NA,0,NA,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",22,75,"FILLER1","The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.","At which point are people resistent to a wider range of temperature?",0,13584.92,8905.63,"q",22,139,153,130,243,NA,NA,166,158,NA,185,94,189,NA,151,124,NA,194,NA,404,72,NA,NA,NA,NA,NA,139,153,130,243,0,0,166,158,0,185,94,189,0,151,124,0,194,0,404,72,0,0,0,0,0,139,604,400,243,348,304,166,584,296,185,116,1019,119,151,260,185,410,0,582,172,0,0,0,0,0,NA,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1,0,NA,0,0,0,NA,0,0,NA,0,NA,0,1,NA,NA,NA,NA,NA
385,"Q_M035",48,76,"FILLER1","Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.","Did the man escape Peter's attempt to attack?",1,2127.07,9461.6,"q",48,170,220,85,NA,44,NA,42,189,NA,156,293,NA,NA,86,590,NA,164,NA,67,260,178,172,NA,456,NA,347,220,85,0,44,0,42,189,0,333,293,0,0,183,590,0,369,0,67,260,178,172,0,456,0,505,220,264,370,235,705,111,189,0,333,293,0,0,375,894,0,614,0,402,260,306,172,0,456,0,1,0,1,1,0,1,0,0,NA,0,0,NA,NA,1,0,NA,0,NA,1,0,1,0,NA,0,NA,0,0,0,NA,0,NA,1,0,NA,0,0,NA,NA,0,0,NA,0,NA,1,1,0,1,NA,NA,NA
385,"Q_M035",39,77,"FILLER1","Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.","Did Larson see more than one opportunity?",0,6116.21,15151.98,"q",39,158,151,151,NA,208,NA,159,114,NA,NA,130,NA,NA,242,179,NA,NA,208,NA,270,NA,NA,NA,NA,NA,158,322,151,0,460,0,159,197,0,0,130,0,0,242,179,0,0,286,0,445,0,0,0,0,0,563,900,151,679,1021,524,741,707,484,661,540,628,0,1204,580,176,170,650,0,1383,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,NA,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA
385,"Q_M035",73,78,"FILLER1","Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.","Is the leader cocnered about the weather?",1,1870.6,7095.08,"q",73,148,134,268,146,216,221,329,65,187,161,NA,265,174,NA,84,421,NA,141,NA,NA,NA,NA,NA,NA,NA,148,134,268,146,216,221,329,65,187,161,0,265,174,0,84,421,0,141,0,0,0,0,0,0,0,396,134,437,268,216,334,409,65,187,161,154,695,362,445,565,421,0,141,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,1,0,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",27,79,"FILLER1","Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.","Was Greg Anderson asked to testify?",1,2003.91,15650.75,"q",27,NA,324,185,NA,154,187,NA,185,143,NA,203,104,199,NA,241,NA,245,134,87,NA,NA,NA,NA,NA,NA,0,439,185,0,154,187,0,185,143,0,203,104,199,0,241,0,475,134,87,0,0,0,0,0,0,424,582,480,347,234,494,80,456,742,868,506,1388,373,219,1591,335,1876,638,397,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,0,0,NA,0,1,0,NA,0,NA,0,0,1,NA,NA,NA,NA,NA,NA
385,"Q_M035",13,80,"FILLER1","Owls are more flexible than humans because a bird's head is only connected by one socket pivot.","Are humans less flexible than owls?",1,1896.32,3787.11,"q",13,217,NA,145,164,174,NA,178,NA,157,NA,224,NA,185,NA,161,250,150,NA,NA,NA,NA,NA,NA,NA,NA,217,0,145,164,174,0,178,0,282,0,224,0,185,0,161,250,150,0,0,0,0,0,0,0,0,217,0,145,164,174,0,178,0,282,0,224,0,185,0,496,456,456,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",53,81,"FILLER1","Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity?",1,3979.06,4339.22,"q",53,171,NA,160,167,NA,170,177,NA,117,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0,160,167,0,339,177,0,117,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,26,374,287,0,492,177,582,277,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",57,82,"FILLER1","Buck did not like it, but he bore up well to the work, taking pride in it.","How did Buck deal with his job?",1,2644.67,5479.83,"q",57,173,163,144,155,NA,86,279,103,221,129,NA,103,55,218,113,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,163,144,155,0,86,279,103,354,129,0,103,55,218,113,92,0,0,0,0,0,0,0,0,0,173,163,144,155,295,86,279,609,609,129,43,298,283,396,113,253,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",11,83,"FILLER1","These days, neuroscience is beginning to catch up to musicians who practice mentally.","Is neuroscience making progress in understanding how musicians can practice mentally?",1,3301,6500.31,"q",11,NA,175,218,223,40,NA,154,NA,192,173,NA,224,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,789,223,40,0,231,0,192,173,0,452,213,0,0,0,0,0,0,0,0,0,0,0,0,681,175,1514,223,234,166,231,257,192,339,0,1048,529,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,0,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",69,84,"FILLER1","Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.","Why would the neighbors feel inferior?",1,3441.27,4624.07,"q",69,189,NA,NA,NA,NA,41,NA,188,242,208,NA,219,238,112,31,NA,151,130,NA,175,NA,235,NA,333,NA,345,0,0,0,0,41,0,188,242,338,0,219,238,112,31,0,151,130,0,175,0,235,0,333,0,345,0,0,221,0,257,0,188,242,338,0,219,238,112,31,0,151,130,0,175,0,235,0,333,0,0,NA,NA,1,NA,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA
385,"Q_M035",61,85,"FILLER1","Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.","What do most people think about binge drinking?",1,3511.53,5366.74,"q",61,157,189,197,NA,203,NA,NA,189,137,162,81,NA,187,226,NA,157,231,286,172,NA,NA,NA,NA,NA,NA,157,189,197,0,353,0,0,189,137,162,81,0,360,226,0,157,231,286,603,0,0,0,0,0,0,244,189,197,0,353,0,0,189,137,162,81,0,360,226,0,157,805,559,956,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA
385,"Q_M035",77,86,"FILLER1","When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.","Are skunks inclined to face forward when attacked?",1,2243,6367.84,"q",77,155,226,NA,189,177,188,NA,163,NA,78,192,NA,268,NA,386,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,155,226,0,528,177,188,0,163,0,78,192,0,268,0,386,0,235,0,0,0,0,0,0,0,0,155,226,0,696,294,188,107,163,0,151,815,347,420,0,572,0,631,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0,1,0,NA,1,1,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0,NA,1,NA,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",50,87,"FILLER1","All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.","Are electrical singals in our brain always correct?",1,2263.39,10315.67,"q",50,NA,200,163,143,NA,282,NA,186,NA,77,79,67,42,122,NA,195,NA,212,NA,NA,NA,NA,NA,NA,NA,0,200,163,143,0,282,0,186,0,77,79,67,42,275,0,351,0,292,0,0,0,0,0,0,0,308,647,372,430,187,665,524,249,252,809,956,494,424,482,0,716,0,513,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,NA,0,NA,1,0,1,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",46,88,"FILLER1","There often seems to be more diving in soccer than in the Summer Olympics.","Do people frequently dive in soccer?",1,1824.46,4225.2,"q",46,NA,135,NA,178,NA,166,NA,NA,91,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,289,0,178,0,166,0,0,91,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,342,442,0,178,135,166,52,38,267,0,0,345,480,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Q_M035",19,89,"FILLER1","Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.","How would one describe Susan?",1,3842.96,6724.83,"q",19,120,NA,153,133,215,202,58,NA,296,NA,76,NA,94,NA,NA,178,203,152,174,NA,184,NA,NA,NA,NA,181,0,153,310,466,302,58,0,296,0,76,0,94,0,0,178,203,152,174,0,184,0,0,0,0,181,0,324,543,615,455,130,0,401,0,76,77,296,0,0,393,345,152,408,0,370,0,0,0,0,0,NA,1,1,0,0,0,NA,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,1,NA,NA,NA,NA
