"subj","Session_name","seq","item","cond","sentence","question","correct","RT_question","whole_sentence_readingtime","List","actual_seq","ffdR1","ffdR2","ffdR3","ffdR4","ffdR5","ffdR6","ffdR7","ffdR8","ffdR9","ffdR10","ffdR11","ffdR12","ffdR13","ffdR14","ffdR15","ffdR16","ffdR17","ffdR18","ffdR19","ffdR20","ffdR21","ffdR22","ffdR23","ffdR24","ffdR25","gzR1","gzR2","gzR3","gzR4","gzR5","gzR6","gzR7","gzR8","gzR9","gzR10","gzR11","gzR12","gzR13","gzR14","gzR15","gzR16","gzR17","gzR18","gzR19","gzR20","gzR21","gzR22","gzR23","gzR24","gzR25","gpR1","gpR2","gpR3","gpR4","gpR5","gpR6","gpR7","gpR8","gpR9","gpR10","gpR11","gpR12","gpR13","gpR14","gpR15","gpR16","gpR17","gpR18","gpR19","gpR20","gpR21","gpR22","gpR23","gpR24","gpR25","ttR1","ttR2","ttR3","ttR4","ttR5","ttR6","ttR7","ttR8","ttR9","ttR10","ttR11","ttR12","ttR13","ttR14","ttR15","ttR16","ttR17","ttR18","ttR19","ttR20","ttR21","ttR22","ttR23","ttR24","ttR25","reginR1","reginR2","reginR3","reginR4","reginR5","reginR6","reginR7","reginR8","reginR9","reginR10","reginR11","reginR12","reginR13","reginR14","reginR15","reginR16","reginR17","reginR18","reginR19","reginR20","reginR21","reginR22","reginR23","reginR24","reginR25","regoutR1","regoutR2","regoutR3","regoutR4","regoutR5","regoutR6","regoutR7","regoutR8","regoutR9","regoutR10","regoutR11","regoutR12","regoutR13","regoutR14","regoutR15","regoutR16","regoutR17","regoutR18","regoutR19","regoutR20","regoutR21","regoutR22","regoutR23","regoutR24","regoutR25"
305,"M_N013",35,83,"FILLER1","These days, neuroscience is beginning to catch up to musicians who practice mentally.","Is neuroscience making progress in understanding how musicians can practice mentally?",1,5170.3,6482.74,"m",35,NA,258,230,NA,225,121,NA,174,NA,291,NA,525,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,258,406,0,225,121,0,174,0,405,0,525,228,0,0,0,0,0,0,0,0,0,0,0,0,0,258,406,0,225,246,0,174,0,405,0,525,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,517,762,0,763,328,227,174,0,752,0,1231,695,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA,1,1,0,0,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",5,84,"FILLER1","Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.","Why would the neighbors feel inferior?",1,12849.16,5811.09,"m",5,NA,217,182,NA,174,220,201,211,NA,170,NA,NA,671,197,NA,197,226,NA,197,NA,NA,294,NA,NA,NA,0,217,182,0,335,220,201,211,0,170,0,0,866,197,0,197,226,0,197,0,0,294,0,0,0,0,698,182,0,603,220,201,211,0,170,0,0,866,197,0,197,226,0,197,0,0,676,0,0,0,481,217,450,0,335,220,201,211,0,170,0,0,866,197,0,197,226,261,197,121,0,294,0,0,0,1,NA,1,NA,0,0,0,0,NA,0,NA,NA,0,0,NA,0,0,1,0,0,NA,0,NA,NA,NA,NA,1,0,NA,1,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,1,NA,NA,NA
305,"M_N013",68,85,"FILLER1","Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.","What do most people think about binge drinking?",1,7070.59,5813.81,"m",68,NA,375,NA,206,258,299,NA,219,192,NA,182,NA,196,199,NA,319,212,236,NA,118,NA,NA,NA,NA,NA,0,542,0,206,258,299,0,219,192,0,182,0,196,199,0,319,212,236,0,118,0,0,0,0,0,0,542,0,206,258,1361,0,219,192,0,395,0,196,199,0,319,212,819,0,118,0,0,0,0,0,0,542,481,206,648,490,0,219,192,213,182,0,196,199,0,319,501,530,0,118,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,1,0,NA,0,0,NA,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,0,0,NA,1,NA,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",27,86,"FILLER1","When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.","Are skunks inclined to face forward when attacked?",1,5919.23,4008.3,"m",27,NA,241,NA,188,196,129,NA,NA,236,NA,195,227,NA,NA,193,NA,303,180,NA,NA,NA,NA,NA,NA,NA,0,424,0,188,354,129,0,0,236,0,195,227,0,0,493,0,303,180,0,0,0,0,0,0,0,0,424,0,631,354,129,0,0,462,0,195,227,0,0,493,0,303,180,0,0,0,0,0,0,0,0,663,0,392,354,129,226,0,236,0,195,227,0,0,493,0,303,180,0,0,0,0,0,0,0,NA,1,NA,0,0,0,1,NA,0,NA,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,NA,NA,1,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",12,87,"FILLER1","All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.","Are electrical singals in our brain always correct?",1,5333.89,7054.51,"m",12,NA,234,NA,189,334,148,NA,NA,239,192,409,264,265,308,214,NA,812,NA,NA,NA,NA,NA,NA,NA,NA,0,234,0,189,334,148,0,0,239,192,409,264,265,308,214,0,812,0,0,0,0,0,0,0,0,0,234,0,983,334,148,0,0,464,1036,409,264,265,308,214,0,812,0,0,0,0,0,0,0,0,255,612,0,350,334,148,0,638,471,391,409,264,265,308,214,0,812,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,NA,1,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,NA,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",21,88,"FILLER1","There often seems to be more diving in soccer than in the Summer Olympics.","Do people frequently dive in soccer?",1,3306.95,3710.74,"m",21,NA,175,210,NA,NA,213,299,285,489,NA,NA,375,262,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,210,0,0,213,299,285,489,0,0,375,262,96,0,0,0,0,0,0,0,0,0,0,0,0,500,210,0,0,213,299,285,489,0,0,375,262,96,0,0,0,0,0,0,0,0,0,0,0,325,175,210,0,0,213,299,285,489,0,0,375,262,96,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",23,89,"FILLER1","Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.","How would one describe Susan?",1,3982.72,3284.01,"m",23,NA,188,171,247,NA,235,215,NA,NA,160,238,NA,NA,176,NA,206,NA,NA,187,NA,NA,NA,NA,NA,NA,0,188,171,247,0,235,215,0,0,160,238,0,0,340,0,206,0,0,401,0,0,0,0,0,0,0,328,171,247,0,437,215,0,0,160,238,0,0,340,0,206,0,0,401,0,0,0,0,0,0,140,188,171,247,202,235,215,0,0,160,238,0,0,340,0,206,0,0,401,0,0,0,0,0,0,1,NA,0,0,1,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
305,"M_N013",41,90,"FILLER1","Unfortunately, for every six water bottles we use, only one makes it to the recycling bin.","What is the average recycling rate?",1,5041.82,5251.66,"m",41,239,NA,229,291,443,NA,201,207,NA,220,219,NA,184,NA,396,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,0,229,291,443,0,201,207,0,220,219,0,184,0,633,284,0,0,0,0,0,0,0,0,0,348,0,229,291,1689,0,201,207,0,220,219,0,184,0,633,284,0,0,0,0,0,0,0,0,0,348,198,901,471,639,0,201,207,0,220,219,0,184,0,633,284,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",74,91,"FILLER1","As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars.","As you enter Colombia, do you need to declare cash in excess of fifteen thousand dollars?",0,4189.33,8448.17,"m",74,NA,NA,181,194,265,240,241,561,201,331,NA,184,NA,320,167,199,323,184,172,NA,407,288,NA,NA,NA,0,0,181,194,265,240,417,1266,201,331,0,184,0,320,167,199,323,184,172,0,407,288,0,0,0,0,0,1339,194,265,240,417,2222,201,331,0,184,0,320,167,199,533,184,172,0,407,288,0,0,0,0,1158,181,194,580,452,663,1449,201,331,0,184,0,320,377,199,323,184,172,0,407,288,0,0,0,NA,1,NA,0,1,0,0,0,0,0,NA,0,NA,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,NA,0,NA,0,0,0,1,0,0,NA,0,NA,NA,NA,NA
305,"M_N013",64,92,"FILLER1","Stress is a risk factor for both depression and anxiety, he says.","Is stress a risk factor for depression, but not anxiety?",1,2997.34,2564.2,"m",64,236,NA,385,NA,181,NA,197,181,NA,358,NA,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,0,385,0,181,0,197,181,0,358,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,385,0,181,0,197,181,0,358,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,385,0,181,0,197,181,0,358,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",58,93,"FILLER1","When it comes to having a lasting and fulfilling relationship, common wisdom says that feeling close to your romantic partner is paramount.","Does common wisdom emphasize a healthy distance to maintain a lasting relationship?",1,4384.45,10593.46,"m",58,166,NA,281,162,182,NA,316,NA,256,310,260,180,211,NA,209,509,NA,NA,266,211,NA,216,1117,NA,NA,166,0,281,162,182,0,316,0,256,310,260,180,211,0,209,509,0,0,266,211,0,449,1117,0,0,166,0,281,162,182,0,316,0,256,310,260,180,211,0,209,509,0,0,266,211,0,3502,2212,0,0,166,0,590,162,182,0,449,0,435,479,260,485,1015,256,495,1169,221,168,444,211,201,728,1117,0,0,NA,NA,1,0,0,NA,1,NA,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,NA,NA,0,0,NA,1,1,NA,NA
305,"M_N013",70,94,"FILLER1","Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger.","Was half a million livres considered a significant amount of money?",1,4486.63,7120.96,"m",70,190,196,230,214,245,NA,NA,247,275,NA,397,193,NA,NA,230,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,602,196,230,214,245,0,0,247,634,0,397,193,0,0,230,0,347,0,0,0,0,0,0,0,0,602,750,230,214,245,0,0,247,634,0,397,413,0,0,904,0,1700,0,0,0,0,0,0,0,0,955,397,230,214,245,0,0,247,634,0,617,193,707,142,814,469,472,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0,0,NA,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,0,0,NA,0,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",7,95,"FILLER1","When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor.","Do frequent travellers sometimes pile clean bath towels on the bathroom floor before checking out of a hotel?",1,3949.61,5034.63,"m",7,202,215,NA,225,NA,NA,217,263,NA,307,NA,197,NA,218,219,295,NA,248,NA,175,364,NA,NA,NA,NA,202,215,0,543,0,0,217,263,0,307,0,364,0,218,219,295,0,248,0,175,364,0,0,0,0,202,215,0,543,0,0,217,990,0,307,0,364,0,218,219,295,0,248,0,175,364,0,0,0,0,202,215,0,543,0,0,546,661,0,307,0,364,0,218,219,295,0,248,0,175,364,0,0,0,0,NA,0,NA,0,NA,NA,1,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,1,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA
305,"M_N013",62,96,"FILLER1","Research showing that a tiny European river bug called the water boatman may be the loudest animal on earth has some intersting sidebars.","What makes water boatman distinctive?",1,2789.6,10142.04,"m",62,221,301,427,NA,248,141,299,238,NA,178,205,268,238,242,NA,227,255,NA,250,NA,202,177,304,NA,NA,221,301,427,0,248,141,299,238,0,178,205,268,238,242,0,227,255,0,250,0,202,177,304,0,0,221,301,427,0,248,915,588,238,0,2744,205,268,238,242,0,227,255,0,250,0,202,177,1326,0,0,715,767,799,176,594,1283,299,472,127,450,205,268,238,242,0,227,255,0,250,603,202,361,539,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,NA,0,0,NA,0,1,0,0,0,NA,NA,0,0,0,NA,0,1,1,0,NA,1,0,0,0,0,NA,0,0,NA,0,NA,0,0,1,NA,NA
305,"M_N013",72,97,"FILLER1","When the new world was first discovered it was found to be, like the old, well stocked with plants and animals.","Was the old world well stocked with plants and animals?",1,6268.36,5215.84,"m",72,159,NA,NA,355,284,NA,182,231,NA,173,NA,179,NA,205,NA,431,248,NA,323,NA,353,NA,NA,NA,NA,159,0,0,355,284,0,182,231,0,173,0,179,0,205,0,431,334,0,323,0,353,0,0,0,0,159,0,0,355,284,0,182,231,0,173,0,179,0,629,0,1328,334,0,323,0,353,0,0,0,0,159,0,0,355,284,0,182,231,0,428,0,614,421,205,0,641,334,0,323,0,353,0,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,1,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,NA,1,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA
305,"M_N013",60,98,"FILLER1","Police in Georgia have shut down a lemonade stand run by three girls trying to save up for a trip to a water park.","What was sold at the stand that was shut-down?",1,2967.76,5562.77,"m",60,270,232,101,317,NA,204,NA,202,188,196,NA,NA,225,175,NA,NA,289,NA,NA,210,NA,NA,421,137,NA,270,232,101,317,0,204,0,430,188,196,0,0,439,175,0,0,289,0,0,210,0,0,421,137,0,270,232,712,317,0,204,0,430,188,196,0,0,439,175,0,0,289,0,0,210,0,0,421,137,0,499,459,256,317,0,204,0,430,188,196,0,0,439,175,0,0,289,0,0,210,0,0,421,137,0,1,0,0,0,NA,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,1,0,NA,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
305,"M_N013",51,99,"FILLER1","An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.","When in the process should we determine whether microbes were introduced?",1,9259.43,10306.86,"m",51,NA,201,206,266,NA,NA,234,NA,193,177,284,234,NA,174,289,216,265,NA,258,1110,NA,NA,NA,NA,NA,0,201,206,266,0,0,536,0,193,177,284,234,0,285,289,216,265,0,561,1110,0,0,0,0,0,0,201,206,266,0,0,1520,0,193,177,284,234,0,285,289,216,265,0,561,4274,0,0,0,0,0,0,499,364,831,205,0,1005,558,193,421,510,234,260,563,1176,216,265,0,561,1110,0,0,0,0,0,NA,1,1,1,0,NA,1,1,0,1,1,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,0,0,0,0,NA,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA
305,"M_N013",32,100,"FILLER1","Lady Gaga's YouTube account was suspended Thursday.","What account was suspended on Thursday?",1,2004.19,1836.46,"m",32,NA,206,182,235,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,206,182,235,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,182,235,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,182,235,249,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",15,101,"FILLER1","John Thornton asked little of man or nature.","Did John Thorton expect a lot from other people?",1,3495.06,3070.16,"m",15,187,332,219,182,143,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,332,219,182,143,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,332,219,182,143,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,817,219,182,143,0,112,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",25,102,"FILLER1","Proper ventilation will make a backdraft less likely.","Would proper ventilation reduce backdraft?",1,2537.55,3466.6,"m",25,203,269,NA,216,NA,343,190,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,269,0,216,0,343,414,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1206,0,216,0,544,414,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,682,0,417,0,343,414,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",86,103,"FILLER2","For centuries, time was measured by the position of the sun with the use of sundials.","Were sundials used for centuries?",1,3038.29,7176.94,"m",86,NA,172,262,201,503,206,NA,299,NA,308,NA,NA,209,208,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,401,262,201,503,206,0,299,0,308,0,0,209,208,0,481,0,0,0,0,0,0,0,0,0,0,401,262,201,503,206,0,299,0,531,0,0,209,676,0,1612,0,0,0,0,0,0,0,0,0,0,401,685,371,503,206,210,299,223,496,0,306,511,208,0,481,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,0,NA,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,1,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",92,104,"FILLER2","The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.","Were the wraps around the girl's feet tighter after they were re-wrapped?",0,16979.21,4407.5,"m",92,195,179,171,NA,259,242,340,NA,237,NA,266,NA,257,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,179,171,0,259,242,340,0,237,0,266,0,257,0,725,0,0,0,0,0,0,0,0,0,0,195,179,171,0,259,811,340,0,237,0,266,0,257,0,1052,0,0,0,0,0,0,0,0,0,0,195,179,171,152,259,659,340,0,237,0,266,0,459,125,725,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,NA,0,NA,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",82,105,"FILLER2","The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.","Did the astronauts move the container by themselves?",1,4759.57,5639.23,"m",82,NA,152,250,NA,219,221,209,NA,243,NA,322,228,286,254,304,232,116,NA,212,193,NA,NA,NA,NA,NA,0,350,250,0,458,221,209,0,371,0,322,228,286,254,304,232,116,0,212,193,0,0,0,0,0,0,350,250,0,458,221,209,0,371,0,322,938,286,254,304,232,116,0,212,371,0,0,0,0,0,0,350,250,0,458,221,209,0,371,0,798,462,286,254,304,232,116,0,390,193,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,NA,1,0,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,NA,0,1,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA
305,"M_N013",96,106,"FILLER2","Very similar, but even more striking, is the evidence from athletic training.","Is athletic training the only source of evidence?",1,2830.92,3513.94,"m",96,NA,255,222,NA,196,184,NA,202,NA,NA,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,461,222,0,196,184,0,202,0,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,222,0,196,184,0,576,0,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,222,0,196,184,374,202,0,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",90,108,"FILLER2","It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.","What better describes Winstanley?",1,2423.93,7027.59,"m",90,NA,200,NA,198,225,239,NA,274,200,NA,431,239,170,214,NA,327,NA,185,NA,NA,NA,NA,NA,NA,NA,0,200,0,198,225,239,0,274,200,0,431,508,170,214,0,327,0,434,0,0,0,0,0,0,0,0,200,0,198,570,239,0,274,200,0,431,508,170,214,0,327,0,2612,0,0,0,0,0,0,0,222,384,0,639,392,239,272,274,399,0,431,724,498,214,181,492,0,582,0,0,0,0,0,0,0,1,1,NA,1,1,0,1,0,0,NA,0,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",79,109,"FILLER2","With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.","What happened to the area?",1,2747.34,6155.27,"m",79,NA,226,202,NA,364,NA,207,NA,229,NA,262,NA,NA,226,310,210,160,NA,269,NA,NA,347,NA,26,NA,0,226,202,0,364,0,280,0,229,0,404,0,0,372,498,210,160,0,269,0,0,347,0,26,0,0,478,581,0,364,0,280,0,999,0,404,0,0,372,498,210,160,0,269,0,0,567,0,26,0,252,457,350,0,408,406,364,0,465,0,404,0,0,372,498,210,160,0,489,0,0,347,0,26,0,1,1,0,NA,1,1,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,1,NA,NA,0,NA,0,NA,NA,1,1,NA,0,NA,0,NA,1,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,1,NA,NA,NA
305,"M_N013",84,110,"FILLER2","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory substances.","What is steam sterilization good for?",1,3440.86,7729.39,"m",84,253,189,352,228,NA,234,NA,200,243,285,NA,434,NA,238,NA,173,206,224,199,NA,NA,NA,NA,NA,NA,253,189,352,228,0,234,0,200,243,285,0,434,0,238,0,173,206,224,199,0,0,0,0,0,0,253,833,352,228,0,979,0,200,243,285,0,583,0,238,0,173,206,224,199,0,0,0,0,0,0,570,516,352,603,370,234,149,200,243,285,0,434,0,238,0,173,206,224,199,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,NA,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,1,NA,0,0,0,NA,1,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
305,"M_N013",88,111,"FILLER2","From coal to cars, Chinese floods tangle supply chains worldwide.","Do the floods have a global economic effect?",1,2619.82,6264.81,"m",88,179,165,NA,359,252,246,336,193,231,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,430,0,359,252,246,336,372,231,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,430,0,359,252,246,2149,1007,231,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,816,198,687,480,506,1513,588,231,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"M_N013",94,112,"FILLER2","This new film marks 10 years since the death of the superstar.","How long has the artist passed away?",1,3683.07,2653.19,"m",94,NA,431,250,245,NA,NA,268,204,NA,NA,203,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,431,250,245,0,0,268,204,0,0,203,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,250,245,0,0,268,204,0,0,203,408,0,0,0,0,0,0,0,0,0,0,0,0,0,211,431,250,245,0,0,268,204,0,0,203,408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,"M_N067",44,73,"FILLER1","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.","Which market is Apple rumored to enter?",1,3939.24,14461.5,"m",43,181,NA,182,331,303,263,344,1128,217,228,NA,333,132,237,NA,275,NA,206,104,365,166,NA,NA,NA,NA,181,0,182,457,303,528,344,1128,345,228,0,333,132,237,0,275,0,206,104,365,166,0,0,0,0,181,0,1633,2424,616,528,1404,1596,345,228,0,966,1008,237,0,275,0,206,104,365,977,0,0,0,0,491,395,1212,2794,303,934,1125,1128,486,228,285,1092,456,237,0,275,0,206,104,660,682,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,NA,0,NA,0,0,1,0,NA,NA,NA,NA,0,NA,1,1,1,0,1,1,0,0,NA,1,1,0,NA,0,NA,0,0,0,1,NA,NA,NA,NA
